        ID,Case Number,Block,IUCR,Primary Type,Description,Location Description,Arrest
9950886,HY101806,002XX N PULASKI RD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9950898,HY101851,028XX W JACKSON BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9950915,HY102005,0000X N KARLOV AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE
9950927,HY110556,042XX W MADISON ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,TRUE
9950965,HY108861,036XX W CHICAGO AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE
9950982,HY109072,006XX N SPRINGFIELD AVE,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE
9950992,HY109222,032XX W WALNUT ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,TRUE
9951025,HY109309,006XX N HOMAN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9952092,HY108049,034XX W LAKE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VACANT LOT/LAND,TRUE
9952116,HY107159,003XX E 47TH ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE
9952124,HY116070,019XX W GARFIELD BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE
9952155,HY115780,063XX S DR MARTIN LUTHER KING JR DR,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESTAURANT,TRUE
9952176,HY115692,008XX E 79TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE
9953299,HY113650,001XX N KEYSTONE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9953348,HY116659,054XX S LAFLIN ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE
9953362,HY109414,010XX W 64TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,TRUE
9954989,HY143615,011XX E 81ST ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE
9962066,HY150446,029XX N AUSTIN AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,OTHER,FALSE
9962144,HY150861,065XX W FULLERTON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE
9962980,HY152126,056XX W ADDISON ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,HOSPITAL BUILDING/GROUNDS,FALSE
9964400,HY114437,011XX W CHESTNUT ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,TRUE
9964455,HY115599,114XX S DR MARTIN LUTHER KING JR DR,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE
9964497,HY115672,009XX N CENTRAL PARK AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9964529,HY107006,038XX W MAYPOLE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,TRUE
9964537,HY107189,056XX S MAY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE
9965023,HY116567,057XX S THROOP ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE
9965038,HY116525,009XX N LAWLER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,TRUE
9965083,HY117666,119XX S PRAIRIE AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE
9965104,HY121202,008XX N CENTRAL PARK AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE
9975632,HY111549,053XX S SEELEY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE
9975641,HY111587,011XX W 57TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,TRUE
9976399,HY107223,125XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE
9976488,HY102655,063XX S EVANS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE
9976520,HY102525,009XX N RIDGEWAY AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9976575,HY102066,016XX W 59TH ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9976656,HY100448,029XX W FLOURNOY ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9976679,HY106260,039XX W WASHINGTON BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9978099,HY167636,056XX N SHERIDAN RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,FALSE
9979781,HY115705,054XX S LAFLIN ST,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,TRUE
9979799,HY117055,004XX S PULASKI RD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9979812,HY117716,068XX S ASHLAND AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9979838,HY120167,057XX S THROOP ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9979866,HY120058,009XX W 71ST ST,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE PORCH/HALLWAY,TRUE
9979893,HY118969,042XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE
9979923,HY117432,038XX W MONROE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE
9980149,HY121903,003XX S SPRINGFIELD AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE
9980167,HY116148,076XX S SAGINAW AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE
9980169,HY122158,006XX N RIDGEWAY AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9980184,HY122420,039XX W 75TH PL,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL,TRUE
9980205,HY122632,049XX W FULTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE
9980215,HY113809,027XX E 76TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE
9980220,HY122120,007XX N HAMLIN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9980229,HY120091,040XX W WILCOX ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,TRUE
9980232,HY121199,001XX N PULASKI RD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9980252,HY121197,039XX W WASHINGTON BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9980587,HY114533,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,TRUE
9980605,HY123631,117XX S PRINCETON AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE
9980609,HY124741,039XX W LEXINGTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9980635,HY116152,025XX E 85TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE
9981333,HY116055,006XX E 65TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE
9981368,HY115948,108XX S WENTWORTH AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9981381,HY115913,110XX S MICHIGAN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9981408,HY115889,055XX S DAMEN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9981447,HY127138,040XX W MAYPOLE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9981455,HY115740,082XX S COTTAGE GROVE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE
9981463,HY127407,040XX W MADISON ST,2018,NARCOTICS,MANU/DELIVER:SYNTHETIC DRUGS,VEHICLE NON-COMMERCIAL,TRUE
9981551,HY120562,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,TRUE
9981622,HY124906,036XX W DOUGLAS BLVD,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE
9981637,HY124968,078XX S HERMITAGE AVE,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),RESIDENCE,TRUE
9982049,HY116213,038XX W HURON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,TRUE
9982067,HY116064,056XX W 63RD ST,2022,NARCOTICS,POSS: COCAINE,APARTMENT,TRUE
9982667,HY116258,073XX S FAIRFIELD AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE
9982764,HY115719,035XX W CHICAGO AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9982791,HY115629,010XX N LAWNDALE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE
9982814,HY113604,001XX N KOSTNER AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9982823,HY113665,007XX N HAMLIN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9982836,HY111519,043XX W MAYPOLE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9982846,HY116721,006XX N LARAMIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE
9983076,HY116647,056XX S EMERALD AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE
9983088,HY116608,056XX S LAFLIN ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE
9983129,HY116506,085XX S KINGSTON AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE
9983181,HY115239,046XX W CORNELIA AVE,2022,NARCOTICS,POSS: COCAINE,VEHICLE NON-COMMERCIAL,TRUE
9983195,HY114955,001XX N KEELER AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9983221,HY113846,069XX N WESTERN AVE,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,TRUE
9986214,HY176237,007XX N AUSTIN BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE
9988120,HY178274,065XX W FULLERTON AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE
9988474,HY128415,042XX W MADISON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE
9988504,HY125686,065XX S CARPENTER ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE
9989420,HY179708,032XX S PAULINA ST,320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE
9990137,HY139641,037XX W ROOSEVELT RD,2017,NARCOTICS,MANU/DELIVER:CRACK,GAS STATION,TRUE
9991002,HY155969,033XX W CHICAGO AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE
9991015,HY134219,002XX N KARLOV AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENCE PORCH/HALLWAY,TRUE
